condition,target,n_seeds,v1_ca_rmsd,deployed_ca_rmsd,oracle_ca_rmsd,worst_ca_rmsd,regret,v1_regret,winner_gated
50pct_masked,4INS,2,8.69725024518773,8.69725024518773,5.602907975436933,8.69725024518773,3.094342269750797,3.094342269750797,True
50pct_masked,1HVZ,2,3.1788797724959825,3.1788797724959825,0.31105920397304526,3.1788797724959825,2.867820568522937,2.867820568522937,True
50pct_masked,1JBL,2,1.2460017959068042,1.2460017959068042,1.1302068564478371,1.2460017959068042,0.11579493945896702,0.11579493945896702,True
50pct_masked,1UBQ,2,0.16071179174847777,0.16071179174847777,0.13544998646133144,0.16071179174847777,0.025261805287146333,0.025261805287146333,True
50pct_masked,1NB1,2,0.1670655106054905,0.1670655106054905,0.15428860798491323,0.1670655106054905,0.012776902620577263,0.012776902620577263,True
50pct_masked,1YCC,2,0.3641596350046857,0.3641596350046857,0.36370563551827484,0.3641596350046857,0.00045399948641083876,0.00045399948641083876,True
50pct_masked,1B3C,2,0.07081996925060649,0.07081996925060649,0.07081996925060649,0.07350686283089929,0.0,0.0,True
50pct_masked,1CRN,2,0.09609626369587407,0.09609626369587407,0.09609626369587407,6.679782262145723,0.0,0.0,True
50pct_masked,1CSP,2,0.08850697347852798,0.08850697347852798,0.08850697347852798,0.08851300268128104,0.0,0.0,True
50pct_masked,1CTF,2,0.0698282304239379,0.0698282304239379,0.0698282304239379,0.06985737007545731,0.0,0.0,True
50pct_masked,1EGF,2,0.13154547922130352,0.13154547922130352,0.13154547922130352,0.13821064361425073,0.0,0.0,True
50pct_masked,1ENH,2,0.05331601720196334,0.05331601720196334,0.05331601720196334,0.05359748996103384,0.0,0.0,True
50pct_masked,1FKF,2,2.131290031577877,2.131290031577877,2.131290031577877,2.148535241764368,0.0,0.0,True
50pct_masked,1GB1,2,0.062496051231564494,0.062496051231564494,0.062496051231564494,0.06519988366818642,0.0,0.0,True
50pct_masked,1HPH,2,0.9850144328218102,0.9850144328218102,0.9850144328218102,1.9907146331926615,0.0,0.0,True
50pct_masked,1HRC,2,0.23350583698679064,0.23350583698679064,0.23350583698679064,0.2336106755585966,0.0,0.0,True
50pct_masked,1IB9,2,0.036957722953880605,0.036957722953880605,0.036957722953880605,0.08102804684337106,0.0,0.0,True
50pct_masked,1KTH,2,0.08693834782889048,0.08693834782889048,0.08693834782889048,0.09560960696389348,0.0,0.0,True
50pct_masked,1L2Y,2,0.16292403287470558,0.16292403287470558,0.16292403287470558,1.2489125303647748,0.0,0.0,True
50pct_masked,1MSI,2,0.12299574769060914,0.12299574769060914,0.12299574769060914,0.12358680427798671,0.0,0.0,True
50pct_masked,1NXB,2,0.7112719261275695,0.7112719261275695,0.7112719261275695,1.530224429368442,0.0,0.0,True
50pct_masked,1OMB,2,0.054936419600432065,0.054936419600432065,0.054936419600432065,0.0964113989575652,0.0,0.0,True
50pct_masked,1POH,2,0.08205910365840216,0.08205910365840216,0.08205910365840216,0.08216501641261018,0.0,0.0,True
50pct_masked,1PT4,2,5.136968968008,5.136968968008,5.136968968008,5.453366364448698,0.0,0.0,True
50pct_masked,1R1F,2,0.19247674185221814,0.19247674185221814,0.19247674185221814,0.254777952326184,0.0,0.0,True
50pct_masked,1SHG,2,0.04557685461578578,0.04557685461578578,0.04557685461578578,0.04623213278420997,0.0,0.0,True
50pct_masked,1SN3,2,0.0942056047032106,0.0942056047032106,0.0942056047032106,0.0942855469043916,0.0,0.0,True
50pct_masked,1TEN,2,0.3156911268366794,0.3156911268366794,0.3156911268366794,0.31628573244216474,0.0,0.0,True
50pct_masked,1TIT,2,0.2262400619946929,0.2262400619946929,0.2262400619946929,0.2531453623807698,0.0,0.0,True
50pct_masked,1VII,2,0.9450188101574774,0.9450188101574774,0.9450188101574774,4.861874117645322,0.0,0.0,True
50pct_masked,2ACY,2,0.1299648953014176,0.1299648953014176,0.1299648953014176,0.13001668959269685,0.0,0.0,True
50pct_masked,2CI2,2,0.10003813685318363,0.10003813685318363,0.10003813685318363,0.10281689577429495,0.0,0.0,True
50pct_masked,2CRD,2,0.05705276868207615,0.05705276868207615,0.05705276868207615,0.05868121147469427,0.0,0.0,True
50pct_masked,2HIU,2,1.59052134997901,1.59052134997901,1.59052134997901,1.7366373569090838,0.0,0.0,True
50pct_masked,2KNM,2,0.031100486643453096,0.031100486643453096,0.031100486643453096,5.300620814079533,0.0,0.0,True
50pct_masked,2YXF,2,0.7156243413392557,0.7156243413392557,0.7156243413392557,0.7303396778426554,0.0,0.0,True
50pct_masked,4PTI,2,0.08579362612908178,0.08579362612908178,0.08579362612908178,0.08961544912977958,0.0,0.0,True
50pct_masked,5WOW,2,0.05721020919627268,0.05721020919627268,0.05721020919627268,0.06032655003354065,0.0,0.0,True
80pct_masked,1CTF,2,8.862391280580155,8.862391280580155,5.814045144389611,8.862391280580155,3.0483461361905446,3.0483461361905446,True
80pct_masked,1KTH,2,7.202174032067437,7.202174032067437,4.383565060063047,7.202174032067437,2.81860897200439,2.81860897200439,True
80pct_masked,1TIT,2,5.873062917576421,5.873062917576421,4.4693745267827385,5.873062917576421,1.4036883907936826,1.4036883907936826,True
80pct_masked,5WOW,2,5.833764871493672,5.833764871493672,4.860837274247381,5.833764871493672,0.972927597246291,0.972927597246291,True
80pct_masked,4INS,2,8.427209630912738,8.427209630912738,7.528872140937078,8.427209630912738,0.8983374899756607,0.8983374899756607,True
80pct_masked,1GB1,2,8.258315328862603,8.258315328862603,7.621976764004364,8.258315328862603,0.6363385648582387,0.6363385648582387,True
80pct_masked,1NXB,2,6.256951865571829,6.256951865571829,5.890076846974677,6.256951865571829,0.36687501859715255,0.36687501859715255,True
80pct_masked,1HVZ,2,4.509757785919241,4.509757785919241,4.2247746068492855,4.509757785919241,0.28498317906995574,0.28498317906995574,True
80pct_masked,1JBL,2,2.669388328666102,2.669388328666102,2.454345159350996,2.669388328666102,0.21504316931510603,0.21504316931510603,True
80pct_masked,1YCC,2,5.512267005102912,5.512267005102912,5.385017353028155,5.512267005102912,0.1272496520747577,0.1272496520747577,True
80pct_masked,1B3C,2,4.11577696134653,4.11577696134653,4.11577696134653,5.793703407519367,0.0,0.0,True
80pct_masked,1CRN,2,3.4199584444168507,3.4199584444168507,3.4199584444168507,3.5771112755243237,0.0,0.0,True
80pct_masked,1CSP,2,0.3435990626701107,0.3435990626701107,0.3435990626701107,3.1499945188023086,0.0,0.0,True
80pct_masked,1EGF,2,3.433756801948856,3.433756801948856,3.433756801948856,5.8632601516679115,0.0,0.0,True
80pct_masked,1ENH,2,4.038384473706536,4.038384473706536,4.038384473706536,7.56561849660956,0.0,0.0,True
80pct_masked,1FKF,1,10.859547863808029,10.859547863808029,10.859547863808029,10.859547863808029,0.0,0.0,True
80pct_masked,1HPH,2,3.259924823325142,3.259924823325142,3.259924823325142,5.529458450315797,0.0,0.0,True
80pct_masked,1IB9,2,5.774235764016238,5.774235764016238,5.774235764016238,5.890139037446146,0.0,0.0,True
80pct_masked,1L2Y,2,2.5166785549767905,2.5166785549767905,2.5166785549767905,3.8791947133114713,0.0,0.0,True
80pct_masked,1MSI,2,6.579310499353524,6.579310499353524,6.579310499353524,7.101661400102832,0.0,0.0,True
80pct_masked,1NB1,2,1.9612450602688327,1.9612450602688327,1.9612450602688327,4.989875892060924,0.0,0.0,True
80pct_masked,1OMB,2,4.634551519282073,4.634551519282073,4.634551519282073,5.187549406468251,0.0,0.0,True
80pct_masked,1POH,2,3.2422924949160867,3.2422924949160867,3.2422924949160867,8.864920845984132,0.0,0.0,True
80pct_masked,1PT4,2,4.829785508031416,4.829785508031416,4.829785508031416,5.196434677235845,0.0,0.0,True
80pct_masked,1R1F,2,1.7056505865273697,1.7056505865273697,1.7056505865273697,2.762112625292009,0.0,0.0,True
80pct_masked,1SHG,2,6.561252804981474,6.561252804981474,6.561252804981474,6.711214505111108,0.0,0.0,True
80pct_masked,1SN3,2,7.382799870167267,7.382799870167267,7.382799870167267,7.592772487397893,0.0,0.0,True
80pct_masked,1TEN,2,2.6338111645773488,2.6338111645773488,2.6338111645773488,4.427039146882296,0.0,0.0,True
80pct_masked,1UBQ,2,4.465232303827476,4.465232303827476,4.465232303827476,6.087675179328756,0.0,0.0,True
80pct_masked,1VII,2,2.4769256783792724,2.4769256783792724,2.4769256783792724,5.375947560378862,0.0,0.0,True
80pct_masked,2ACY,2,8.85245345324022,8.85245345324022,8.85245345324022,10.233670940847626,0.0,0.0,True
80pct_masked,2CI2,2,4.489217507619987,4.489217507619987,4.489217507619987,8.163747110776008,0.0,0.0,True
80pct_masked,2CRD,2,5.576547753599165,5.576547753599165,5.576547753599165,6.983970197949819,0.0,0.0,True
80pct_masked,2HIU,2,4.159682335065693,4.159682335065693,4.159682335065693,7.184608264586825,0.0,0.0,True
80pct_masked,2KNM,2,3.7413217354669714,3.7413217354669714,3.7413217354669714,4.912001301958539,0.0,0.0,True
80pct_masked,2YXF,1,8.869209419030442,8.869209419030442,8.869209419030442,8.869209419030442,0.0,0.0,True
80pct_masked,4PTI,2,1.2776147188442744,1.2776147188442744,1.2776147188442744,5.404261585281855,0.0,0.0,True
80pct_masked_soi,1HRC,10,10.592372128527819,10.592372128527819,4.922076728381621,12.41018189922595,5.670295400146197,5.670295400146197,True
80pct_masked_soi,1FKF,10,11.833541613294543,11.833541613294543,9.194537660669921,11.833541613294543,2.6390039526246216,2.6390039526246216,True
80pct_masked_soi,5WOW,10,0.9641032419028358,3.3966198087243287,0.9641032419028358,6.6244406747727895,2.432516566821493,0.0,True
80pct_masked_soi,1HVZ,10,3.252926892013103,2.658300402896447,1.1692518376811336,3.462679501357387,1.4890485652153134,2.0836750543319695,True
80pct_masked_soi,4PTI,10,0.41189617685785346,0.7255509074687179,0.41189617685785346,6.999864108393094,0.3136547306108644,0.0,True
80pct_masked_soi,1OMB,10,0.7792845393486215,0.9992440195605677,0.7792845393486215,6.766175453594991,0.21995948021194622,0.0,True
80pct_masked_soi,1IB9,10,7.1559064947442375,0.9734155807759178,0.7678664325633384,7.377594465492813,0.2055491482125794,6.388040062180899,True
80pct_masked_soi,1NXB,10,1.4086411627330786,1.4086411627330786,1.2039440832850623,7.034283615004946,0.2046970794480163,0.2046970794480163,True
80pct_masked_soi,2CRD,10,0.8840227714927807,0.8840227714927807,0.6927996875619812,6.94157138580837,0.19122308393079956,0.19122308393079956,True
80pct_masked_soi,1UBQ,10,1.2211524700847256,1.066201690160372,0.8935737523343613,10.957230638501825,0.1726279378260106,0.3275787177503643,True
80pct_masked_soi,1CSP,10,0.47792719601637346,0.47792719601637346,0.3830930452416945,9.967922788665183,0.09483415077467894,0.09483415077467894,True
80pct_masked_soi,1PT4,10,1.598543098603887,1.598543098603887,1.5062028993962053,5.971489240342554,0.09234019920768177,0.09234019920768177,True
80pct_masked_soi,2HIU,10,2.8148264942949703,2.8148264942949703,2.7236561720454717,6.599800308771518,0.09117032224949861,0.09117032224949861,True
80pct_masked_soi,1ENH,10,0.4939337293664523,0.5220603858981175,0.4676874504341813,9.991006030180538,0.054372935463936234,0.026246278932270994,True
80pct_masked_soi,2CI2,10,0.5467169025164395,0.5467169025164395,0.5025901525106474,7.822952216644164,0.044126750005792026,0.044126750005792026,True
80pct_masked_soi,1L2Y,10,1.8775749674397406,1.7849559807153512,1.7614933528751109,3.715244620674039,0.023462627840240335,0.11608161456462973,True
80pct_masked_soi,2KNM,10,1.5924257831238422,1.480313317126168,1.468850418620137,5.463666864295803,0.011462898506030994,0.12357536450370521,True
80pct_masked_soi,1POH,10,0.3623797493296511,0.3623797493296511,0.3548577742874563,10.366110551964256,0.007521975042194817,0.007521975042194817,True
80pct_masked_soi,1B3C,10,0.47431703065044767,0.3856920856933404,0.3856920856933404,7.332878840653161,0.0,0.08862494495710727,True
80pct_masked_soi,1CRN,10,1.5486807511502605,0.6413702724345943,0.6413702724345943,6.243729078470624,0.0,0.9073104787156662,True
80pct_masked_soi,1CTF,10,0.4961580184219701,0.4961580184219701,0.4961580184219701,9.186929690069915,0.0,0.0,True
80pct_masked_soi,1EGF,10,0.4622090539821762,0.4622090539821762,0.4622090539821762,6.441880775223815,0.0,0.0,True
80pct_masked_soi,1GB1,10,0.46068723207931883,0.46068723207931883,0.46068723207931883,8.44844290777212,0.0,0.0,True
80pct_masked_soi,1HPH,10,2.5130553326530833,2.5130553326530833,2.5130553326530833,5.898234173141146,0.0,0.0,True
80pct_masked_soi,1JBL,10,1.6482560872057552,0.9940219318697147,0.9940219318697147,2.7163354819175547,0.0,0.6542341553360406,True
80pct_masked_soi,1KTH,10,0.5199685918238034,0.5199685918238034,0.5199685918238034,7.126414363603689,0.0,0.0,True
80pct_masked_soi,1MSI,10,0.41619090509281226,0.41619090509281226,0.41619090509281226,9.344130789344497,0.0,0.0,True
80pct_masked_soi,1NB1,10,0.9544504154601826,0.7974039161569225,0.7974039161569225,5.656963668330432,0.0,0.1570464993032601,True
80pct_masked_soi,1R1F,10,0.7755389824093066,0.7755389824093066,0.7755389824093066,4.463335931251831,0.0,0.0,True
80pct_masked_soi,1SHG,10,0.5469174012208132,0.5469174012208132,0.5469174012208132,9.861291647649798,0.0,0.0,True
80pct_masked_soi,1SN3,10,0.4416986156067215,0.36232173862024564,0.36232173862024564,8.773821050935254,0.0,0.07937687698647589,True
80pct_masked_soi,1TEN,10,3.2503878923215725,3.2503878923215725,3.2503878923215725,8.03066389304583,0.0,0.0,True
80pct_masked_soi,1TIT,10,0.9121157906839079,0.8129511379305902,0.8129511379305902,7.220249421287726,0.0,0.09916465275331776,True
80pct_masked_soi,1VII,10,5.231323939895477,2.1829251536319862,2.1829251536319862,5.231323939895477,0.0,3.0483987862634905,True
80pct_masked_soi,1YCC,10,3.1182714236685065,3.1182714236685065,3.1182714236685065,13.170171687350509,0.0,0.0,True
80pct_masked_soi,2ACY,10,0.44121528656649617,0.44121528656649617,0.44121528656649617,10.842238736339311,0.0,0.0,True
80pct_masked_soi,2YXF,10,2.293391021924517,2.293391021924517,2.293391021924517,8.700877773751955,0.0,0.0,True
80pct_masked_soi,4INS,10,5.019123607102214,5.019123607102214,5.019123607102214,9.982796429882528,0.0,0.0,True
af2,1OMB,2,6.507239382724983,6.507239382724983,0.7962469416434149,6.507239382724983,5.710992441081568,5.710992441081568,True
af2,1NB1,2,5.7093392774751335,5.7093392774751335,1.2728886791143803,5.7093392774751335,4.436450598360754,4.436450598360754,True
af2,1IB9,2,6.135527973929512,6.135527973929512,2.693943477536234,6.135527973929512,3.441584496393278,3.441584496393278,True
af2,1HPH,2,5.574411050799683,5.574411050799683,5.189570532781296,5.574411050799683,0.3848405180183869,0.3848405180183869,True
af2,1MSI,2,0.5707893824318789,0.5707893824318789,0.4065433589683489,0.5707893824318789,0.16424602346353,0.16424602346353,True
af2,1JBL,2,0.8429705023671868,0.8429705023671868,0.7064086675902232,0.8429705023671868,0.1365618347769636,0.1365618347769636,True
af2,2KNM,2,0.9440829363410101,0.9440829363410101,0.9355213340869196,0.9440829363410101,0.008561602254090528,0.008561602254090528,True
af2,1YCC,2,0.5837618820915507,0.5837618820915507,0.5778405522349528,0.5837618820915507,0.005921329856597879,0.005921329856597879,True
af2,1GB1,2,1.0116094752188345,1.0116094752188345,1.0082689481468214,1.0116094752188345,0.0033405270720130442,0.0033405270720130442,True
af2,1POH,2,0.4323658770375682,0.4323658770375682,0.42964351823783964,0.4323658770375682,0.0027223587997285414,0.0027223587997285414,True
af2,1VII,2,1.418465849110425,1.418465849110425,1.4163027619148787,1.418465849110425,0.002163087195546254,0.002163087195546254,True
af2,1PT4,2,2.1351842747850314,2.1351842747850314,2.1335478542384325,2.1351842747850314,0.001636420546598849,0.001636420546598849,True
af2,2CRD,2,1.0677547671773304,1.0677547671773304,1.0666411776151945,1.0677547671773304,0.0011135895621359193,0.0011135895621359193,True
af2,2CI2,2,0.49077729677967474,0.49077729677967474,0.49042419700755485,0.49077729677967474,0.0003530997721198914,0.0003530997721198914,True
af2,1ENH,2,0.8752483506726065,0.8752483506726065,0.8751312038350871,0.8752483506726065,0.00011714683751939958,0.00011714683751939958,True
af2,1SHG,2,0.5671779359733924,0.5671779359733924,0.5670886987944573,0.5671779359733924,8.923717893505323e-05,8.923717893505323e-05,True
af2,1B3C,2,1.6148535018995653,1.6148535018995653,1.614777329489611,1.6148535018995653,7.617240995427821e-05,7.617240995427821e-05,True
af2,1CRN,2,0.399786203707802,0.399786203707802,0.399786203707802,0.3998375364704058,0.0,0.0,True
af2,1CSP,2,0.8904559301876456,0.8904559301876456,0.8904559301876456,0.8905442164912369,0.0,0.0,True
af2,1CTF,2,0.5779365398388363,0.5779365398388363,0.5779365398388363,0.5779803470484469,0.0,0.0,True
af2,1EGF,2,2.6493896441948523,2.6493896441948523,2.6493896441948523,2.653242375078332,0.0,0.0,True
af2,1FKF,2,1.639754826410905,1.639754826410905,1.639754826410905,1.8806686388909581,0.0,0.0,True
af2,1HRC,2,0.3402407328448716,0.3402407328448716,0.3402407328448716,0.3407672622349805,0.0,0.0,True
af2,1KTH,2,8.808320401597927,8.808320401597927,8.808320401597927,9.547968102572334,0.0,0.0,True
af2,1NXB,2,0.9357716991897626,0.9357716991897626,0.9357716991897626,0.9790892792027057,0.0,0.0,True
af2,1R1F,2,2.449227913148734,2.449227913148734,2.449227913148734,2.5758392959712664,0.0,0.0,True
af2,1TEN,2,0.6409617299992445,0.6409617299992445,0.6409617299992445,0.6432728328951891,0.0,0.0,True
af2,1UBQ,2,0.9437085618350338,0.9437085618350338,0.9437085618350338,0.9437277185411076,0.0,0.0,True
af2,2ACY,2,0.4594908724807974,0.4594908724807974,0.4594908724807974,0.45952980943358107,0.0,0.0,True
af2,2HIU,2,5.529598607354038,5.529598607354038,5.529598607354038,6.622805904534404,0.0,0.0,True
af2,2YXF,2,2.923457193189212,2.923457193189212,2.923457193189212,3.1679932931600736,0.0,0.0,True
af2,4INS,2,10.330013228843551,10.330013228843551,10.330013228843551,10.341450725361529,0.0,0.0,True
af2,4PTI,2,0.34338269250112763,0.34338269250112763,0.34338269250112763,0.35365762439071485,0.0,0.0,True
esmfold,1IB9,2,6.305033762542034,6.305033762542034,2.5947829529196107,6.305033762542034,3.710250809622423,3.710250809622423,True
esmfold,1CRN,2,8.2550732646438,8.2550732646438,6.615799896071604,8.2550732646438,1.639273368572196,1.639273368572196,True
esmfold,1JBL,2,2.031730649925107,2.031730649925107,0.5897478774682815,2.031730649925107,1.4419827724568255,1.4419827724568255,True
esmfold,1L2Y,2,3.6909863153270384,3.6909863153270384,3.18399523871242,3.6909863153270384,0.5069910766146184,0.5069910766146184,True
esmfold,1HPH,2,5.390241221444392,5.390241221444392,5.22320548116876,5.390241221444392,0.16703574027563217,0.16703574027563217,True
esmfold,1FKF,2,1.803595889152317,1.803595889152317,1.6546969670512603,1.803595889152317,0.1488989221010566,0.1488989221010566,True
esmfold,1YCC,2,0.6758485358395757,0.6758485358395757,0.6249073555252679,0.6758485358395757,0.05094118031430783,0.05094118031430783,True
esmfold,1HRC,2,0.46309814114552555,0.46309814114552555,0.4469105329968385,0.46309814114552555,0.016187608148687027,0.016187608148687027,True
esmfold,1TEN,2,0.5840774955643009,0.5840774955643009,0.5679775000510785,0.5840774955643009,0.016099995513222387,0.016099995513222387,True
esmfold,1MSI,2,0.37653775204413936,0.37653775204413936,0.3660043941943078,0.37653775204413936,0.01053335784983156,0.01053335784983156,True
esmfold,1R1F,2,4.120114272870096,4.120114272870096,4.111535332969444,4.120114272870096,0.008578939900652394,0.008578939900652394,True
esmfold,1KTH,2,1.0892271614167242,1.0892271614167242,1.0839471524983542,1.0892271614167242,0.005280008918369994,0.005280008918369994,True
esmfold,1PT4,2,1.4557004693153552,1.4557004693153552,1.4547134180289067,1.4557004693153552,0.0009870512864484926,0.0009870512864484926,True
esmfold,1NXB,2,1.6069800696031837,1.6069800696031837,1.6061929951499256,1.6069800696031837,0.0007870744532580964,0.0007870744532580964,True
esmfold,1VII,2,1.4725353664055079,1.4725353664055079,1.4719744335598428,1.4725353664055079,0.000560932845665052,0.000560932845665052,True
esmfold,1EGF,2,3.1024838968158734,3.1024838968158734,3.1023761831855556,3.1024838968158734,0.00010771363031780723,0.00010771363031780723,True
esmfold,1CTF,2,0.4792741496798863,0.4792741496798863,0.47917604774293915,0.4792741496798863,9.810193694714808e-05,9.810193694714808e-05,True
esmfold,1GB1,2,0.9815593900473563,0.9815593900473563,0.9814644223745579,0.9815593900473563,9.496767279837393e-05,9.496767279837393e-05,True
esmfold,1B3C,2,2.0926457823662985,2.0926457823662985,2.092608171156757,2.0926457823662985,3.761120954148822e-05,3.761120954148822e-05,True
esmfold,1CSP,2,0.9943648255110158,0.9943648255110158,0.9943648255110158,0.9944339370154363,0.0,0.0,True
esmfold,1ENH,2,0.7185466647829967,0.7185466647829967,0.7185466647829967,0.7186619983057514,0.0,0.0,True
esmfold,1HVZ,2,2.472394967451113,2.472394967451113,2.472394967451113,2.5513215485514724,0.0,0.0,True
esmfold,1NB1,2,0.6842887980407426,0.6842887980407426,0.6842887980407426,0.693681755747747,0.0,0.0,True
esmfold,1OMB,2,1.424466446293773,1.424466446293773,1.424466446293773,1.429300552344207,0.0,0.0,True
esmfold,1POH,2,0.47727315974061574,0.47727315974061574,0.47727315974061574,0.4772851155128179,0.0,0.0,True
esmfold,1SHG,2,0.30143570190439634,0.30143570190439634,0.30143570190439634,0.3022856379768603,0.0,0.0,True
esmfold,1SN3,2,0.9753416825097949,0.9753416825097949,0.9753416825097949,7.708482756890675,0.0,0.0,True
esmfold,1TIT,2,1.2351442167217683,1.2351442167217683,1.2351442167217683,1.2418589203900658,0.0,0.0,True
esmfold,1UBQ,2,0.6764015434061595,0.6764015434061595,0.6764015434061595,0.6764406068325569,0.0,0.0,True
esmfold,2ACY,2,0.4749957528314102,0.4749957528314102,0.4749957528314102,0.4848197527473082,0.0,0.0,True
esmfold,2CI2,2,0.38225857711075606,0.38225857711075606,0.38225857711075606,0.38390782097040244,0.0,0.0,True
esmfold,2CRD,2,1.0792867745328207,1.0792867745328207,1.0792867745328207,1.0909107534198714,0.0,0.0,True
esmfold,2HIU,2,8.718502961840535,8.718502961840535,8.718502961840535,8.752127149667235,0.0,0.0,True
esmfold,2KNM,2,1.1664743202506878,1.1664743202506878,1.1664743202506878,1.1672627625413021,0.0,0.0,True
esmfold,2YXF,2,3.153127568876113,3.153127568876113,3.153127568876113,3.153205889459356,0.0,0.0,True
