category,pdb_id,residues,ca_rmsd,heavy_atom_rmsd,sidechain_heavy_atom_rmsd,tm_score_ca_ordered,global_topology_applied,global_topology_candidate_kind,global_topology_candidate_label,global_topology_axis,global_topology_reason,global_topology_tested_candidates,global_topology_before_rmsd,global_topology_after_rmsd,global_topology_best_candidate_rmsd,global_topology_before_local_chirality,global_topology_after_local_chirality,global_topology_before_window_match,global_topology_after_window_match,global_topology_before_domain_match,global_topology_after_domain_match,rigid_domain_reconv_applied,rigid_domain_reconv_passes,rigid_domain_reconv_accepted,rigid_domain_reconv_tested_candidates,rigid_domain_reconv_before_rmsd,rigid_domain_reconv_after_rmsd,rigid_domain_reconv_before_inter_err,rigid_domain_reconv_after_inter_err,topology_reconv_applied,topology_reconv_passes,topology_reconv_accepted,topology_reconv_before_rmsd,topology_reconv_after_rmsd,topology_reconv_before_close_err,topology_reconv_after_close_err,pre_local_rmsd,localized_anchor_rmsd,phase_b_ca_drift,lj_severe,lj_near,ramachandran_forbidden_fraction,rotamer_outlier_fraction,disulfides_expected,disulfides_locked,contact_f1,bin_accuracy,verdict,primary_failure_reason,success_lt_1a,success_lt_1p5a,success_lt_2a,best_of_n_runs,winner_seed,best_candidate_ca_rmsd,worst_candidate_ca_rmsd,runtime_s,returncode,gdt_ts,lddt_ca,scored_ca_count,ca_rmsd_recomputed,tm_score_recomputed
50pct_masked,2B4N,40,1.945439109621467,3.4382955312710926,4.191606364076136,0.62936517707657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9245283018867925,0.8912466843501327,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,True,,,,,108.02,0,75.625,88.62847222222221,40,1.9627736859333604,0.627919195852231
50pct_masked,3IOL,24,0.817668165361293,2.916403096602166,3.735918465650922,0.7369401653257577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,1.0,0.9416058394160584,PASS_WITH_WARNINGS,LOCAL_HOTSPOT_REMAINS,True,True,True,,,,,38.95,0,93.75,98.41040462427746,24,0.8162429024984444,0.7358276288332046
80pct_masked,1D0R,28,3.1792613278816333,4.622256972010165,5.631254101184488,0.28087610259929674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.782608695652174,0.8307692307692308,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,47.5,0,58.03571428571428,76.11940298507463,28,3.1837105703242723,0.2752132186853514
80pct_masked,1GCN,27,2.6634117979457153,5.022428763348371,6.223404156522514,0.25379423488731256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.9666666666666667,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,49.81,0,61.111111111111114,81.55737704918033,27,2.6716815369516147,0.2525873770301845
80pct_masked,1JRJ,37,2.3950939108327947,3.857032613080709,4.670857419682142,0.5039620520757562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8461538461538461,0.9159663865546218,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,92.67,0,66.21621621621621,81.92307692307692,37,2.4028480327403523,0.5025674628692586
80pct_masked,1KX6,27,2.5814685915493634,4.3584602390965195,5.4417592766802585,0.2520850162436487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.6923076923076923,0.9166666666666666,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,54.89,0,62.03703703703704,77.81065088757396,27,2.5820285929823745,0.25250073370310605
80pct_masked,2B4N,40,7.424876555531089,8.829285311267927,10.087413701346314,0.12598042585619584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0.0,0.0,0,0,0.5660377358490566,0.40425531914893614,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,121.03,0,26.875,58.15972222222222,40,7.34650908790498,0.12920353419573444
80pct_masked,3IOL,24,2.2409260815996057,4.106804884295086,5.226325360875494,0.19343417409761252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.926829268292683,0.8888888888888888,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,39.08,0,65.625,80.05780346820809,24,2.238860740335267,0.19205126901185732
80pct_masked_soi,1D0R,28,3.112241867446896,5.075333739546234,6.409250030273971,0.2585084217418257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8043478260869565,0.8181818181818182,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,56.06,0,58.03571428571428,74.25373134328358,28,3.125763116647764,0.2546276985699043
80pct_masked_soi,1GCN,27,3.4037633350433882,5.472560570765698,6.7545442823599275,0.15976826872901206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8333333333333334,0.6774193548387096,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,52.8,0,50.92592592592593,73.77049180327869,27,3.4042377669559554,0.15871027823503508
80pct_masked_soi,1JRJ,37,2.0605669129224604,4.072423375999702,5.365501227102353,0.5481301835786748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.8769230769230769,0.7601626016260162,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,90.14,0,70.94594594594594,82.53846153846153,37,2.0616830017281367,0.5491073514002534
80pct_masked_soi,1KX6,27,2.3177089147568055,5.12440402095175,6.379323929512731,0.44152227986318987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8461538461538461,0.875,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,63.67,0,76.85185185185185,83.72781065088756,27,2.3288428239905947,0.4370628601061193
80pct_masked_soi,2B4N,40,2.717500424169318,4.370397173224634,5.292172384017906,0.46699476804211404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8867924528301887,0.8394648829431438,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,131.59,0,65.0,82.11805555555556,40,2.7172772377256416,0.4661595206718735
80pct_masked_soi,3IOL,24,3.165100909753079,5.446295475811736,6.91847263476348,0.12611424519486766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8292682926829268,0.7681159420289855,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,49.64,0,54.166666666666664,74.42196531791907,24,3.241835637195619,0.11755894488574466
noise_pm1,1D0R,28,1.2066940661407697,2.9489443884030733,3.705886270445502,0.5387881577402053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9782608695652174,0.7336956521739131,PASS_WITH_WARNINGS,BACKBONE_NEAR_MISS_LT_1A,False,True,True,,,,,37.45,0,85.71428571428572,92.41293532338308,28,1.2006623998695818,0.5411893339799566
noise_pm1,1GCN,27,1.9664125854678283,3.4638956471532505,4.126712859779438,0.37034271903582644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9285714285714286,0.7294117647058823,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,True,,,,,49.92,0,72.22222222222221,89.48087431693989,27,1.9633637824127472,0.37048342321671657
noise_pm1,1JRJ,37,1.326003615683588,2.682253355635187,3.3552299687566665,0.6937217392693963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9384615384615385,0.7160883280757098,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,True,True,,,,,84.44,0,85.13513513513513,90.0,37,1.326120341774139,0.6937921793873566
noise_pm1,1KX6,27,0.8591946517271051,3.366532531594005,4.128492770915806,0.6582420254182719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9615384615384616,0.6828478964401294,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,True,True,True,,,,,54.62,0,96.2962962962963,93.34319526627219,27,0.8566562919261578,0.6580452615619611
noise_pm1,2B4N,40,1.4349279664575978,3.6954259244530747,4.618023390954064,0.6883442397532114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9433962264150944,0.7334235453315291,PASS_WITH_WARNINGS,BACKBONE_NEAR_MISS_LT_1A,False,True,True,,,,,119.14,0,82.5,88.02083333333334,40,1.4258851941324073,0.6918547286823491
noise_pm1,3IOL,24,1.0298429009358372,3.077784658198986,3.885152851791319,0.5065141996381032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.975609756097561,0.7153284671532847,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,True,True,,,,,32.97,0,89.58333333333334,92.34104046242774,24,1.0383775252247027,0.5028044364231538
noise_pm3,1D0R,28,3.2666502395388433,5.070098731721206,6.049044913471415,0.24416775833411855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8260869565217391,0.4281609195402299,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,45.55,0,56.25,73.00995024875621,28,3.2954075211627267,0.24493832842963634
noise_pm3,1GCN,27,2.2216774926596203,4.417179788438895,5.619621756736422,0.3159792413034398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8809523809523809,0.43613707165109034,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,51.64,0,65.74074074074075,79.50819672131148,27,2.2299617963899214,0.3095883013318783
noise_pm3,1JRJ,37,2.3180653144257755,4.173709728127655,5.152934408129041,0.4731400581844641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8615384615384615,0.4290484140233723,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,76.3,0,67.56756756756756,72.53846153846155,37,2.2823148178338277,0.48061894053685156
noise_pm3,1KX6,27,2.2464616026612116,4.332275363802932,5.320254849631975,0.30158755816139216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7307692307692306,0.41333333333333333,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,50.91,0,67.5925925925926,72.33727810650888,27,2.232376278589337,0.3047032459798975
noise_pm3,2B4N,40,2.4681217415264545,4.405028888276707,5.5506231233258765,0.5109669256923034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8301886792452831,0.4352773826458037,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,,,,,99.56,0,68.75,75.0,40,2.47994035776423,0.5060243218849767
noise_pm3,3IOL,24,3.0967125805326736,5.561509168530323,7.023236713145885,0.11563172517877023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8048780487804877,0.3950617283950617,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,,,,,39.64,0,54.16666666666667,73.41040462427746,24,3.0656046043986938,0.1219022009122332
noe_fused,1D0R,28,3.0366097424605067,4.475693135493691,5.682833964708343,0.21239033586760517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.8913043478260869,0.7741935483870968,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,2.679627459479729,5.8981898438325695,240.7,0,56.25,79.22885572139303,28,3.0641005822084626,0.2134752664956326
noe_fused,1JRJ,37,2.0962471934754583,2.8494213071367938,3.278548037721428,0.5229201044771544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.9076923076923076,0.9081632653061225,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,1.9213669337068493,4.168365913549525,371.9,0,68.91891891891892,88.3076923076923,37,2.106621268429956,0.5210959881965639
noe_fused,1KX6,27,2.2095310404173993,3.922197119114911,4.818788583811678,0.3463585302452035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.7692307692307693,0.9058823529411765,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,2.2095310404173993,5.023286029996674,293.8,0,69.44444444444444,81.21301775147928,27,2.196270217821523,0.3433021541370366
noe_fused,2B4N,40,4.78865058285471,5.975563700576854,6.801082993550343,0.2757913304214453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.8113207547169812,0.8662420382165605,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,3.1886689881845003,10.071084402222674,658.4,0,46.25,75.95486111111111,40,4.798989241215227,0.2748684583544186
noe,1D0R,28,9.28255635940828,10.40335212398425,11.337322100506837,0.030474977857967957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0.0,0.0,0,0,0.32608695652173914,0.5333333333333333,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,10,,8.102304451664324,10.410233747445872,277.5,0,15.17857142857143,42.53731343283582,28,9.285208808063386,0.031311336043090145
noe,1JRJ,37,7.054539087990983,7.860637030737436,8.401622342899074,0.13768132402382724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,0.0,0,0,0.46153846153846156,0.7888888888888889,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,5.459645579205903,11.195510152020448,408.6,0,26.351351351351347,50.92307692307693,37,7.07195044581282,0.13816574929414854
noe,1KX6,27,5.6223358089068185,7.519252632096791,8.150391239505774,0.0632536450426946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.0,0,0,0.38461538461538464,0.8125,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,4.341771757336987,11.976857292387233,269.6,0,30.555555555555554,57.84023668639053,27,5.644190211489767,0.061010969598820484
noe,2B4N,40,9.521196127339566,10.547204698535056,11.365352586008216,0.09197471400582842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,0.0,0,0,0.43396226415094347,0.8235294117647058,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,9.521196127339566,15.55293785648987,662.3,0,16.875,50.43402777777778,40,9.532149858534037,0.09047333223624958
noe_soi,1D0R,28,7.828095146822857,8.467887555111224,8.853560476650445,0.04291340245397752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.0,0,0,0.5217391304347826,0.603448275862069,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,3.654458071644505,7.828095146822857,321.9,0,24.107142857142858,53.10945273631841,28,7.8451647103163396,0.043113970278354063
noe_soi,1JRJ,37,3.782749975717214,5.418124672129522,6.693437869828242,0.26874027152047797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,0.0,0,0,0.6923076923076923,0.5648148148148148,PASS_WITH_WARNINGS,GA_NO_BACKBONE_IMPROVEMENT,False,False,False,10,,3.782749975717214,11.853454287087272,495.4,0,45.94594594594595,66.23076923076923,37,3.818625567713293,0.2644409341672668
noe_soi,1KX6,27,8.479069815895443,9.908453474748145,10.837148049150702,0.02051520765940307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,0,0,0.6538461538461539,0.6,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,4.2132081402829105,9.729355896026762,343.7,0,14.814814814814813,66.71597633136095,27,8.48049658246981,0.020419764469812217
noe_soi,2B4N,40,7.45666484880322,8.557871249775413,9.291169867580175,0.12733590739391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,0.0,0,0,0.6415094339622641,0.47058823529411764,PASS_WITH_WARNINGS,BACKBONE_TARGET_MISSED,False,False,False,10,,5.128161099159908,7.45666484880322,837.5,0,25.0,50.0,40,7.474767406621413,0.12640454143893415
